1.568292556752010514e+00,5.028640419929043537e-01,5.938156362258779630e-01,-6.557786273988053249e-02,1.144104385869301854e+00,9.827529596678703516e-01,4.595767407947320971e-01,5.729124996220970045e-01,-8.679586200539494145e-01,8.715573078254135186e-01,8.813007983181569971e-01,-1.125626319273606013e+00,-9.824160483283094214e-01,2.803794875840472933e-01,3.118569929274937480e-01
3.183689625524825928e-01,9.415932266471738199e-01,1.717652240728004542e-01,8.066846876092251817e-01,-1.054275750169547665e-01,5.083092956933994433e-01,5.795854015487776900e-01,-3.689630376707738607e-02,1.567357011005990342e-01,5.996373782941724073e-01,3.849903862860521997e-01,4.544892186525062994e-01,9.408587784254267561e-01,7.772584435347679177e-01,5.158085393450584366e-01
2.092578019577323589e-01,7.491053049158548083e-01,1.468251732477775517e-01,7.410403327737099533e-01,4.078986618991614632e-01,-1.108892695321785360e-01,1.398450065435967171e-01,4.829418750914248326e-01,1.019587578784990178e+00,4.991155149320071205e-01,9.058477074045895305e-01,-1.902550456253123135e-01,3.801673591811940423e-01,-1.299676386933116268e-01,7.202394108705563180e-01
-2.913345854497135720e-02,4.531790926239490092e-01,1.479038650814793743e-01,6.595228242699596732e-01,7.870947494854905191e-01,8.331104585166045073e-02,1.856220267645099509e-01,1.174390504543758151e+00,5.815767414366342924e-01,5.617038379943360971e-01,5.473305381555898519e-01,5.468707221543249730e-01,3.721652176924252209e-01,3.042017840767893833e-01,1.508322290666793686e+00
1.870309185014830122e-01,9.366252308934006621e-01,5.549088001631177214e-01,5.719888367058126866e-01,8.036480564766000922e-01,9.333472462220753219e-01,-1.179326793829442721e-01,7.020996651634037189e-01,8.948237332452892989e-01,4.369308369117149149e-01,1.729867690296339466e-01,9.243177384300902411e-01,4.605387207793955051e-01,-1.104641625795851761e-01,2.450458865353999927e-01
1.668934515128537577e-01,3.321609425226035306e-01,6.068242747149519278e-01,6.887203967283673789e-01,3.794628409782410117e-01,7.886676722548946472e-01,4.156985394947447787e-01,5.096423083543211163e-01,6.586052665755007807e-01,5.978482897918809824e-01,2.715900489562577680e-01,6.902407290858569855e-01,2.339416637409693356e-01,7.278963312210555703e-01,3.371722590585780055e-01
5.594093893080149815e-01,-3.325331293305912594e-01,7.231316036844509521e-01,2.938773707218503284e-01,8.046444032255815060e-01,-1.234089252979230500e-01,2.104176002667570156e-01,1.066332073682389581e+00,2.981750030442796295e-01,2.587040274835480935e-01,7.795657834464068958e-02,5.115986905326881384e-01,5.178878530510030442e-01,9.338343501566920279e-02,1.290514130233131107e+00
1.212924674711031298e-01,8.999576567292108531e-02,2.382181851189301980e-01,8.818057823921590099e-01,5.179622445170803946e-01,2.112148506633752532e-01,2.846595286052580054e-01,7.532762851568224338e-01,7.177568657617940939e-01,7.218849051994991051e-01,2.944505153247505835e-01,9.250022719042862995e-01,6.177868472653723630e-01,4.060285778333895812e-01,4.981283378812148555e-01
5.779414096043502536e-01,5.669128237678564552e-01,6.083488569755475528e-02,4.674341971551371211e-02,7.425925603085210547e-01,3.965308743348822662e-01,8.905293382857008000e-01,2.354026036742246364e-01,7.240606780751862592e-01,8.550136450841346880e-01,4.633342809205489021e-01,8.788027669402428410e-01,5.802026916988267669e-02,3.281168880797725729e-01,4.024523026278602478e-01
1.208600428305435653e-01,8.084402891384394607e-01,7.020370631279383433e-01,4.522526526736063701e-01,7.821095841052155828e-01,4.093687334948657025e-02,9.788584083488268694e-01,1.083268685220695415e+00,6.489455158897603493e-01,-1.320086805268263774e-01,4.491230978217629621e-01,3.708509436787566504e-01,1.066666797901639319e+00,6.708928354244300118e-01,1.312451634764794539e+00
6.441536427674371401e-01,6.135322090841063281e-01,5.791756955440503091e-02,5.986683213011875226e-01,8.706390365291195588e-01,1.323627456750921194e+00,6.236450093207539062e-03,8.503033962456818529e-01,2.340892463881491248e-01,1.161534152319219082e-01,9.289366590817227376e-01,9.978836271823166015e-01,7.077330210820595990e-01,3.560742052167356064e-01,-3.417059476615250113e-02
-1.155456244452209187e-02,7.842063689308587104e-01,3.763574736798005471e-01,8.934481316764339986e-01,5.158118642935254350e-01,6.382034488429672026e-01,5.713706099358528689e-01,-1.747680552696544154e-02,4.700201185283857039e-03,6.033162947339554272e-02,8.896712539844385814e-01,4.568141435704250464e-01,1.897633718488941565e-02,5.444663937717767466e-01,-1.299178533438554162e-01
6.263502567408394395e-01,1.254251253198547800e-01,3.309913977807570906e-01,7.581641248619102047e-01,3.370296963883080976e-01,5.050107476038147025e-01,7.612548825769592797e-01,3.827069820308536818e-01,1.015244615571529563e+00,9.529959975460012417e-03,2.580094618815871321e-01,9.256805403279030342e-01,1.852939233049446799e-01,9.887716805348956139e-01,5.929741306780255128e-01
3.502926209788160827e-01,2.007430171025250676e-01,8.329647365854220276e-01,3.252325923615194125e-01,1.358952681680406227e-01,7.199396155145020293e-01,7.013981012105819923e-01,8.822625525641729638e-01,6.168674031476920616e-01,4.401673035066142603e-01,8.111426803373152916e-01,9.831066382419083594e-01,5.649119133308478924e-01,2.636736752036822895e-01,8.840724461108158128e-01
1.436936953740023393e-01,2.766929498773669227e-01,5.101657101031349395e-01,3.177846615934598606e-01,1.561761757683726437e-01,9.060675447369263835e-02,4.792666114866931948e-01,5.663157389398171260e-01,9.507215767617993585e-01,7.817697561169582865e-02,7.347548995528968563e-01,1.621378056527566502e-01,7.869936727251451991e-01,4.050950449442021761e-01,2.532815922513024787e-01
5.686557041546886904e-01,3.731659885678860755e-01,5.294187206496989151e-02,2.663890353333235872e-01,1.766618922634533850e-01,5.855340015611261162e-01,7.692226833366262451e-01,5.606677091673641922e-01,-7.224263663110408462e-02,6.923381194709294917e-01,7.531904990782376519e-01,8.282502737351034039e-01,5.513252977699093504e-01,7.767212769532844119e-01,6.206740268545287709e-01
5.003901120627549659e-01,1.287941655638026983e+00,5.190842703865271579e-01,5.834859466472471778e-01,7.512771521794330276e-01,4.490892998003103154e-01,5.804547801435168131e-01,-1.079333072052324205e-01,6.416972087376319189e-01,1.737846462059836755e-02,7.392483636186890639e-01,1.177309642181023630e+00,4.905526996596575873e-01,1.529200361581182777e-01,5.697567073788567527e-01
3.925171134946626172e-01,4.487173380463825856e-01,8.401844232970881411e-04,9.192031357613891784e-02,3.138309092572477699e-02,5.725975945991226279e-01,8.379356344162068870e-01,1.129089406391336758e-01,1.057559521194653546e-01,8.540887620428548599e-02,7.977471168707334082e-01,5.213812389924846746e-01,1.533381699848500868e-01,9.486098297228389570e-03,8.258437877251434411e-01
8.465278078675569917e-02,1.450558668027014386e+00,6.068811123589501477e-01,5.775567290719355595e-01,-7.775567820610119509e-03,8.213813243181493640e-01,6.894920728666472654e-01,2.787845458518979358e-01,4.185298389870042990e-01,7.371143151218443323e-01,6.042225213393412897e-01,1.127733482073262516e+00,7.642266989136478061e-01,5.883878458370183084e-01,5.542745214942426113e-01
1.520850646286149022e-01,1.092093436942103146e+00,9.029078525898687202e-02,8.310042804145105488e-02,4.530800634139342531e-01,3.980635222776452431e-01,5.891583396677754214e-01,4.122756207008052565e-01,5.574563762848840920e-01,2.266721650401291865e-01,6.126058231132840426e-01,1.113480565061487182e+00,8.390310894081981496e-01,7.724144789715208237e-01,4.277091132947573038e-01
5.255333099111479944e-01,1.538763513259926718e-01,8.296496952564402783e-01,9.604740783150852446e-01,7.773649363201680096e-01,3.373216248109487947e-01,3.678659886089149511e-01,1.085669273880159214e+00,2.780455573069146036e-01,5.516750689037646094e-01,7.375773711278681422e-01,3.559886552574237362e-01,-7.981994814159508456e-02,3.898560061006070554e-01,9.946224264612912869e-01
7.506351113248153073e-01,9.526310641583113359e-01,8.294387495659228948e-01,4.126470027414273489e-01,5.688695913591473169e-02,9.621684957945892958e-01,2.524049576358959879e-01,2.234276507672251499e-01,3.027716138368830578e-01,7.885980423689031849e-01,3.844335667061932194e-01,3.298239841278217122e-01,7.690399323445041846e-01,8.960072656693823800e-01,-6.727226183862919373e-02
9.183081834470330218e-01,1.075841835982477512e+00,5.882894579094922749e-01,9.431760087313767471e-01,1.568290692792840557e-01,4.381642380105582602e-01,4.023690413630011675e-01,5.329964681494782086e-01,6.666472314375010422e-01,6.242569640013990728e-01,4.435857273559532521e-01,9.570081852438034886e-01,1.272068378269642364e-01,6.092400404693714133e-01,2.554634687453673503e-01
3.509376493853117451e-01,1.033349501480585797e+00,1.248397511528318710e-01,8.118977436391147107e-01,1.554795262390886446e-01,1.137958445612029301e+00,6.710513999483697090e-01,-4.129226878365922088e-02,7.617046729879533018e-01,8.385575792336805723e-01,8.834639841419590356e-01,9.895394484600494867e-01,1.966657077992386982e-01,9.237690365668325132e-01,5.716792990386059259e-01
-7.768320529579010592e-02,5.665081091332656305e-02,2.066941766917750334e-01,9.998764222144461700e-01,2.232667243434078574e-01,8.689662884803019960e-01,1.662267423595414073e-01,6.349013931738516359e-01,2.031169136537770148e-01,9.473114780601242513e-02,8.586146543933382835e-01,4.544152430748755744e-01,1.035222473789823905e+00,8.295714845255265368e-01,8.017159628342801492e-01
1.005495041741022860e-01,6.221871452970603178e-01,7.821314197264191970e-01,3.913741587665047761e-01,9.672234806883572844e-01,5.740913461073527957e-01,5.706010145098336928e-01,2.333048757251942051e-01,4.547043146702317573e-01,9.938576747302751979e-01,8.594029537032599197e-01,2.814853776234408911e-01,8.926753518727559289e-01,7.728209813860466015e-01,5.871005239443777279e-01
2.953698575876346766e-01,6.049428174651575452e-01,5.774011553591142099e-02,2.315425297063209709e-01,4.897614929428987240e-01,6.437101611133269063e-01,8.258632957117229001e-01,9.089763470303300341e-01,9.292689004997424229e-01,1.677145367906301421e-01,4.060562547598722261e-01,4.917708732299956309e-01,4.946277796267844473e-01,8.376144834770467285e-02,1.256893799220610175e+00
8.365403480123838609e-01,6.241207673804509692e-01,9.721660102386517899e-01,9.240566810691540622e-01,4.329927414895833881e-01,1.102967305161724060e-01,5.780057659837209982e-01,4.350258725550221750e-01,1.331202405994400817e-01,4.487946889641257209e-01,3.714499883317765039e-01,7.521475751924910913e-01,1.732096990714353801e-01,6.764706896690064752e-01,6.442072020007425515e-01
